nyt,https://www.nytimes.com/2017/10/13/opinion/trump-health-subsidies.html
nyt,https://www.nytimes.com/2017/10/13/opinion/trump-iran-nuclear-deal.html
nyt,https://www.nytimes.com/aponline/2017/10/13/us/ap-us-trump-secret-service.html
nyt,https://www.nytimes.com/2017/10/13/opinion/civilian-corps-disasters.html
nyt,https://www.nytimes.com/2017/10/13/business/dealbook/china-private-investment.html
nyt,https://www.nytimes.com/2017/10/13/us/politics/guantanamo-defendant-sentenced-darbi.html
nyt,https://www.nytimes.com/aponline/2017/10/13/us/ap-us-united-states-iran-airplanes.html
nyt,https://www.nytimes.com/reuters/2017/10/13/world/middleeast/13reuters-iran-nuclear-prisoners.html
nyt,https://www.nytimes.com/2017/10/13/insider/what-were-reading-harvey-weinstein.html
nyt,https://www.nytimes.com/2017/10/13/us/politics/mnuchin-estate-tax-repeal-help-rich.html
